"","Incident_Number","lon","lat"
"19490",2015044046,-92.3598268,38.9090801
"19491",2015043851,-92.3193087,38.9202988
"19492",2015044126,-92.3105627,38.933127
"19493",2015043464,-92.273888,38.959493
"19494",2015043778,-92.3193087,38.9202988
"19495",2015044016,-92.3412454,38.9742737
"19496",2015043842,-92.3193087,38.9202988
"19497",2015044123,-92.3045861,38.9184638
"19498",2015044104,-92.3334197,38.9811775
"19499",2015043432,-93.9768923,39.0086825
"19500",2015043428,-93.9769479,39.0086837
"19501",2015044106,-92.3257253,38.9863446
"19502",2015044015,-92.3218363,38.9640047
"19503",2015044109,-92.3231553,38.9432564
"19504",2015044120,-92.316705,38.991893
"19505",2015044127,-92.3337354,38.9324883
"19506",2015043871,-92.3193087,38.9202988
"19507",2015044026,-92.3334197,38.9811775
"19508",2015044076,-92.3351856,38.9175175
"19509",2015043916,-92.3340724,38.9517053
"19510",2015043381,-92.3305549,38.9536311
"19511",2015043389,-92.3364546,38.9577221
"19512",2015044097,-92.3792116,38.9280517
"19513",2015044116,-92.3171531,38.9855141
"19514",2015044823,-92.3043529,38.9731394
"19515",2015044760,-92.2970819,38.9730298
"19516",2015044816,-92.3394339,38.9076269
"19517",2015044873,-92.311981,38.962473
"19518",2015044835,-92.3260526,38.9521521
"19519",2015044852,-92.2867917,38.9435138
"19520",2015044335,-92.3105627,38.933127
"19521",2015044806,-92.2931207,38.9810591
"19522",2015044805,-92.3589669,38.9035674
"19523",2015044847,-92.3037434,38.909975
"19524",2015044848,-92.3639059,38.9253606
"19525",2015044851,-92.3282686,38.9494943
"19526",2015044770,-92.3449605,38.962257
"19527",2015044841,-92.3044216,38.8985993
"19528",2015044733,-92.3351856,38.9175175
"19529",2015044152,-92.3532908,38.9390821
"19530",2015044764,-92.3251634,38.9410178
"19531",2015044876,-92.3540844,38.9588249
"19532",2015044615,-92.3809558,38.9434008
"19533",2015044510,-92.3351856,38.9175175
"19534",2015044859,-92.3276711,38.9375936
"19535",2015044840,-92.3054714,39.0081444
"19536",2015044454,-92.3202422,38.9325832
"19537",2015044200,-92.3087637,38.9484087
"19538",2015044767,-92.3043529,38.9731394
"19539",2015044465,-92.3136344,38.9138985
"19540",2015044819,-92.3405444,38.9579688
"19541",2015044542,-92.3193087,38.9202988
"19542",2015044370,-92.3105627,38.933127
"19543",2015044813,-92.2934551,38.9492411
"19544",2015044811,-92.3137228,38.9830844
"19545",2015044763,-92.3620287,38.9306427
"19546",2015044519,-92.3193087,38.9202988
"19547",2015044528,-92.33012,38.9505309
"19548",2015044299,-92.3351856,38.9175175
"19549",2015044820,-92.2963856,38.9825505
"19550",2015044747,-92.3033508,38.9786556
"19551",2015044758,-92.4046825,38.9454077
"19552",2015044741,-92.3218363,38.9640047
"19553",2015044872,-92.3319356,38.9414665
"19554",2015044857,-92.3689569,38.9609653
"19555",2015044529,-92.3193087,38.9202988
"19556",2015044441,-92.3981986,38.9127848
"19557",2015044184,-92.3639059,38.9253606
"19558",2015044389,-92.3532908,38.9390821
"19559",2015044306,-92.2867917,38.9435138
"19560",2015044724,-92.3282686,38.9494943
"19561",2015044150,-92.3696418,38.9518782
"19562",2015044865,-92.2931207,38.9810591
"19563",2015044188,-92.3184506,38.9524986
"19564",2015044785,-92.3364019,38.9639799
"19565",2015044882,-92.281245,38.9639393
"19566",2015044487,-92.3136344,38.9138985
"19567",2015044603,-92.3620287,38.9306427
"19568",2015044516,-92.3209055,38.9613218
"19569",2015044611,-92.3351856,38.9175175
"19570",2015044870,-92.3025347,38.983043
"19571",2015044554,-92.3193087,38.9202988
"19572",2015044815,-92.343441,38.966231
"19573",2015044862,-92.3155425,38.9331147
"19574",2015044492,-92.3529637,38.9456624
"19575",2015044773,-92.3486116,38.962601
"19576",2015044173,-92.3359734,38.972113
"19577",2015044171,-92.3574786,38.9570745
"19578",2015044620,-92.3171974,38.9464023
"19579",2015044621,-92.3647809,38.9363679
"19580",2015045150,-92.325379,38.9421862
"19581",2015045402,-92.335903,38.9652123
"19582",2015045640,-92.3343908,38.9510934
"19583",2015045319,-92.3136344,38.9138985
"19584",2015045634,-92.3275514,38.9386955
"19585",2015045467,-92.3648745,38.9617154
"19586",2015045518,-92.2647263,38.9745059
"19587",2015045575,-92.3186918,39.0044693
"19588",2015045291,-92.3136344,38.9138985
"19589",2015045572,-92.3364099,38.9630745
"19590",2015045269,-92.3136344,38.9138985
"19591",2015045554,-92.281245,38.9639393
"19592",2015044923,-92.2867917,38.9435138
"19593",2015044909,-92.3225823,39.0008656
"19594",2015045444,-92.3423486,38.9565578
"19595",2015045418,-92.3409243,38.96339
"19596",2015045622,-92.3184532,38.9539447
"19597",2015045598,-92.264841,38.9709695
"19598",2015045138,-92.3320329,38.9470194
"19599",2015045182,-92.3569136,38.9013208
"19600",2015045536,-92.2645688,38.9852199
"19601",2015045651,-92.3995693,38.9344541
"19602",2015045571,-92.2916261,38.9332396
"19603",2015045599,-92.3450598,38.954776
"19604",2015045425,-92.4000245,38.9130231
"19605",2015045148,-92.326416,38.9486618
"19606",2015045039,-92.3364019,38.9639799
"19607",2015045252,-92.3193087,38.9202988
"19608",2015045295,-92.3136344,38.9138985
"19609",2015045185,-92.2867917,38.9435138
"19610",2015045277,-92.309177,38.9133076
"19611",2015045190,-92.3495657,38.9008016
"19612",2015045109,-92.3361484,38.9169034
"19613",2015045539,-92.3043529,38.9731394
"19614",2015045360,-92.3336286,38.8995302
"19615",2015045166,-92.3495657,38.9008016
"19616",2015044991,-92.3620287,38.9306427
"19617",2015044938,-92.3351751,38.9705206
"19618",2015045648,-92.3508278,38.9973757
"19619",2015045113,-92.3351856,38.9175175
"19620",2015045653,-92.3773914,38.982417
"19621",2015045388,-92.3495657,38.9008016
"19622",2015045500,-92.3269771,38.9506667
"19623",2015044901,-92.3320329,38.9470194
"19624",2015045406,-92.3689569,38.9609653
"19625",2015045310,-92.3193087,38.9202988
"19626",2015045265,-92.3169821,38.9216596
"19627",2015044915,-92.3623082,38.9724599
"19628",2015044894,-92.304014,38.9708699
"19629",2015045565,-92.3337765,38.9499405
"19630",2015045337,-92.3539939,38.9540377
"19631",2015045097,-92.3731096,38.9112195
"19632",2015045180,-92.3309118,38.9506876
"19633",2015045954,-92.3258876,38.9357208
"19634",2015045677,-92.3136344,38.9138985
"19635",2015046211,-92.3723656,38.9573851
"19636",2015045706,-92.3105627,38.933127
"19637",2015046300,-92.3279786,38.9512173
"19638",2015045809,-92.3328086,38.9689878
"19639",2015045731,-92.3138819,38.9177321
"19640",2015046303,-92.316096,38.9949027
"19641",2015045964,-93.9770313,39.0086856
"19642",2015045997,-92.3529637,38.9456624
"19643",2015046388,-92.2914749,38.9807827
"19644",2015046325,-92.3184506,38.9524986
"19645",2015046309,-92.3256324,38.9445038
"19646",2015046151,-92.3242614,38.966184
"19647",2015045715,-92.3136344,38.9138985
"19648",2015046250,-92.3620287,38.9306427
"19649",2015046280,-92.2916261,38.9332396
"19650",2015045691,-92.3190848,38.9463977
"19651",2015046292,-92.3155425,38.9331147
"19652",2015046298,-92.3532908,38.9390821
"19653",2015046347,-92.3232029,38.9927389
"19654",2015046305,-92.3279786,38.9512173
"19655",2015045733,-92.3218363,38.9640047
"19656",2015045703,-92.3135289,38.9158311
"19657",2015045720,-92.3193087,38.9202988
"19658",2015045878,-92.2868947,38.984416
"19659",2015045696,-92.2867917,38.9435138
"19660",2015046216,-92.3338679,38.9524599
"19661",2015046264,-92.269508,38.8900937
"19662",2015045669,-92.3298931,38.9485507
"19663",2015046386,-92.3017799,38.9064603
"19664",2015046195,-92.3239452,38.9126096
"19665",2015046012,-92.2952856,38.948154
"19666",2015045750,-92.3319722,38.9555511
"19667",2015045740,-92.3136344,38.9138985
"19668",2015045707,-92.3169892,38.9075072
"19669",2015045992,-92.311981,38.962473
"19670",2015045666,-92.3309118,38.9506876
"19671",2015045660,-92.398995,38.9311686
"19672",2015046362,-92.3613052,38.956581
"19673",2015046007,-92.3316547,38.958006
"19674",2015046202,-92.3394339,38.9076269
"19675",2015045728,-92.3136344,38.9138985
"19676",2015046438,-92.3190848,38.9463977
"19677",2015046973,-92.3236903,38.9496784
"19678",2015047023,-92.3242037,38.9508033
"19679",2015047037,-92.3456249,38.9656155
"19680",2015046994,-92.2867917,38.9435138
"19681",2015046982,-92.3236979,38.9494188
"19682",2015046872,-92.3720709,38.9557107
"19683",2015047009,-92.3236979,38.9494188
"19684",2015046988,-92.3236903,38.9496784
"19685",2015047029,-92.3236903,38.9496784
"19686",2015046958,-92.3282686,38.9494943
"19687",2015046911,-92.33012,38.9505309
"19688",2015046974,-92.3402841,38.8967884
"19689",2015047038,-92.3233177,38.9479274
"19690",2015046404,-92.3209055,38.9613218
"19691",2015046818,-92.3184506,38.9524986
"19692",2015046641,-92.3136344,38.9138985
"19693",2015046992,-92.324323,38.950781
"19694",2015046415,-92.3340918,38.9602364
"19695",2015046749,-92.3995693,38.9344541
"19696",2015047016,-92.3236979,38.9494188
"19697",2015046964,-92.3361484,38.9169034
"19698",2015046941,-92.3087219,38.9714006
"19699",2015046981,-92.3239565,38.9495878
"19700",2015046647,-92.3000524,38.9652424
"19701",2015046523,-92.3223604,39.0028502
"19702",2015046401,-92.3221048,38.9429599
"19703",2015046883,-92.3652842,38.9609981
"19704",2015046503,-92.3257253,38.9863446
"19705",2015046420,-92.3155425,38.9331147
"19706",2015046433,-92.318072,38.9478751
"19707",2015046944,-92.327494,38.9526215
"19708",2015046412,-92.3351856,38.9175175
"19709",2015046948,-92.3236979,38.9494188
"19710",2015046888,-92.3689569,38.9609653
"19711",2015047090,-92.3218363,38.9640047
"19712",2015047153,-92.2931207,38.9810591
"19713",2015047101,-92.3045861,38.9184638
"19714",2015047288,-92.3359734,38.972113
"19715",2015047484,-92.3186918,39.0044693
"19716",2015047526,-92.3225823,39.0008656
"19717",2015047157,-92.3242614,38.966184
"19718",2015047517,-92.3186918,39.0044693
"19719",2015047296,-92.3689569,38.9609653
"19720",2015047925,-92.3361111,38.9052021
"19721",2015047855,-92.3569136,38.9013208
"19722",2015048056,-92.3039301,38.9696284
"19723",2015048136,-92.316096,38.9949027
"19724",2015047599,-92.3438872,38.9544111
"19725",2015047930,-92.3360556,38.9069921
"19726",2015048162,-92.2916261,38.9332396
"19727",2015047888,-92.337852,38.8984279
"19728",2015048199,-92.309177,38.9133076
"19729",2015047902,-92.3411318,38.8982563
"19730",2015048062,-92.3328086,38.9689878
"19731",2015048115,-92.3225823,39.0008656
"19732",2015047756,-92.3546013,38.9082244
"19733",2015048201,-92.3400087,38.9646476
"19734",2015047594,-92.3351856,38.9175175
"19735",2015047882,-92.3411318,38.8982563
"19736",2015048158,-92.3689126,38.961251
"19737",2015047600,-92.3274762,38.9543584
"19738",2015048113,-92.3186918,39.0044693
"19739",2015047864,-92.3569136,38.9013208
"19740",2015047767,-92.3532908,38.9390821
"19741",2015048111,-92.3613052,38.956581
"19742",2015048103,-92.3351856,38.9175175
"19743",2015047955,-92.3340654,38.909598
"19744",2015047869,-92.344332,38.9031808
"19745",2015047597,-92.2867917,38.9435138
"19746",2015047978,-92.3054714,39.0081444
"19747",2015048133,-92.3648745,38.9617154
"19748",2015047567,-92.2964978,38.949815
"19749",2015048159,-92.3181078,38.9842153
"19750",2015047918,-92.3448891,38.9040941
"19751",2015048789,-92.3394339,38.9076269
"19752",2015048357,-92.3653811,38.9455263
"19753",2015048523,-92.3670638,38.9416841
"19754",2015048758,-92.3405527,38.9595496
"19755",2015048263,-92.3689569,38.9609653
"19756",2015048328,-92.3670638,38.9416841
"19757",2015048750,-92.2850098,38.9644774
"19758",2015048835,-92.3221048,38.9429599
"19759",2015048821,-92.3043529,38.9731394
"19760",2015048855,-92.3594,38.9598
"19761",2015048318,-92.3340918,38.9602364
"19762",2015048834,-92.309177,38.9133076
"19763",2015048865,-92.3210645,38.9570391
"19764",2015048871,-92.3219683,38.9512461
"19765",2015048533,-92.3670638,38.9416841
"19766",2015048814,-92.3309167,38.9901015
"19767",2015048769,-92.2867917,38.9435138
"19768",2015048273,-92.3351856,38.9175175
"19769",2015048260,-92.269508,38.8900937
"19770",2015048336,-92.3670638,38.9416841
"19771",2015048791,-92.2645688,38.9852199
"19772",2015048353,-92.3670638,38.9416841
"19773",2015048218,-92.3044216,38.8985993
"19774",2015048813,-92.322435,38.970117
"19775",2015048343,-92.3670638,38.9416841
"19776",2015048738,-92.3134713,38.9766894
"19777",2015048280,-92.3448891,38.9040941
"19778",2015048878,-92.322784,38.9699504
"19779",2015048868,-92.3598268,38.9090801
"19780",2015048447,-92.3328086,38.9689878
"19781",2015048267,-92.3476288,38.9647605
"19782",2015048215,-92.2934551,38.9492411
"19783",2015048827,-92.3257253,38.9863446
"19784",2015048322,-92.3530823,38.9605563
"19785",2015048864,-92.3239452,38.9126096
"19786",2015048832,-92.3337572,38.9541178
"19787",2015048837,-92.3043529,38.9731394
"19788",2015048581,-92.3424638,38.9494297
"19789",2015048843,-92.3114737,38.9774968
"19790",2015048768,-92.2573915,38.9135481
"19791",2015049072,-92.3255045,38.9601176
"19792",2015049018,-92.2795856,38.9690837
"19793",2015049079,-92.3255045,38.9601176
"19794",2015048894,-92.3620287,38.9306427
"19795",2015049042,-92.3340918,38.9602364
"19796",2015049521,-92.3155425,38.9331147
"19797",2015048888,-92.3043529,38.9731394
"19798",2015049424,-92.309177,38.9133076
"19799",2015049439,-92.3532908,38.9390821
"19800",2015048896,-92.2863804,39.0009375
"19801",2015049455,-92.3340654,38.909598
"19802",2015048932,-92.3210645,38.9570391
"19803",2015049299,-92.3181078,38.9842153
"19804",2015049004,-92.4136164,38.8904521
"19805",2015049000,-92.4136164,38.8904521
"19806",2015048998,-92.4136164,38.8904521
"19807",2015048917,-92.3136344,38.9138985
"19808",2015048898,-92.3249727,38.9513485
"19809",2015049094,-92.3255045,38.9601176
"19810",2015049071,-92.3255045,38.9601176
"19811",2015049064,-92.2934551,38.9492411
"19812",2015049426,-92.3639059,38.9253606
"19813",2015049035,-92.3255045,38.9601176
"19814",2015048928,-92.3256536,38.9512277
"19815",2015049473,-92.3532908,38.9390821
"19816",2015048916,-92.3257253,38.9863446
"19817",2015048923,-92.3207615,38.9503806
"19818",2015048885,-92.3340918,38.9602364
"19819",2015049442,-92.3320329,38.9470194
"19820",2015049038,-92.2819695,38.9936337
"19821",2015049419,-92.3094535,38.9628712
"19822",2015048893,-92.325379,38.9421862
"19823",2015049068,-92.3225823,39.0008656
"19824",2015049437,-92.3361484,38.9169034
"19825",2015048886,-92.307069,38.9754262
"19826",2015048910,-92.3209215,38.9378653
"19827",2015048953,-92.3402841,38.8967884
"19828",2015049086,-92.3340918,38.9602364
"19829",2015049517,-92.3218363,38.9640047
"19830",2015049623,-92.3351856,38.9175175
"19831",2015049544,-92.3761782,38.9753218
"19832",2015049772,-92.3508532,38.9565004
"19833",2015049766,-92.3044216,38.8985993
"19834",2015049653,-92.3809558,38.9434008
"19835",2015050115,-92.371702,38.9735159
"19836",2015049900,-92.3527497,38.9588557
"19837",2015050126,-92.318569,39.000806
"19838",2015050223,-92.3394339,38.9076269
"19839",2015049585,-93.9768923,39.0086825
"19840",2015049706,-92.3340918,38.9602364
"19841",2015049569,-92.3366377,38.8956987
"19842",2015049679,-92.3448891,38.9040941
"19843",2015049777,-92.3361484,38.9169034
"19844",2015049708,-92.3364019,38.9639799
"19845",2015049988,-92.3320329,38.9470194
"19846",2015049674,-92.3400087,38.9646476
"19847",2015049763,-92.3527497,38.9588557
"19848",2015050191,-92.2863804,39.0009375
"19849",2015050142,-92.3223604,39.0028502
"19850",2015050122,-92.3227624,38.9548929
"19851",2015049634,-92.4136164,38.8904521
"19852",2015049705,-92.3897965,38.9618569
"19853",2015049702,-92.3255045,38.9601176
"19854",2015049672,-92.3689569,38.9609653
"19855",2015049619,-92.3713006,38.9539915
"19856",2015049791,-92.3255045,38.9601176
"19857",2015049870,-92.349576,38.9597772
"19858",2015049590,-93.9770313,39.0086856
"19859",2015049682,-92.3340918,38.9602364
"19860",2015049704,-92.3361484,38.9169034
"19861",2015049582,-92.3054714,39.0081444
"19862",2015049825,-92.3255045,38.9601176
"19863",2015049635,-92.3621535,38.9603062
"19864",2015049724,-92.3255045,38.9601176
"19865",2015049847,-92.3527497,38.9588557
"19866",2015049757,-92.3524977,38.9500441
"19867",2015049665,-92.3613052,38.956581
"19868",2015049644,-92.3218363,38.9640047
"19869",2015049650,-92.3689569,38.9609653
"19870",2015049696,-92.3361484,38.9169034
"19871",2015050881,-92.3532908,38.9390821
"19872",2015050885,-92.2590415,38.9564076
"19873",2015050863,-92.3305549,38.9536311
"19874",2015050587,-92.3336286,38.8995302
"19875",2015050247,-92.3532908,38.9390821
"19876",2015050606,-92.3403303,38.8996211
"19877",2015050876,-92.2934551,38.9492411
"19878",2015050621,-92.3495657,38.9008016
"19879",2015050634,-92.3411318,38.8982563
"19880",2015050839,-92.3181078,38.9842153
"19881",2015050884,-92.3328086,38.9689878
"19882",2015050511,-92.2967673,38.9548952
"19883",2015050497,-92.2370686,38.9681293
"19884",2015050300,-92.3351856,38.9175175
"19885",2015050493,-92.3765391,38.9615411
"19886",2015050607,-92.3328086,38.9689878
"19887",2015050435,-92.3256576,38.9529447
"19888",2015050271,-92.3193087,38.9202988
"19889",2015050915,-92.3324401,38.9662818
"19890",2015050855,-93.9770313,39.0086856
"19891",2015050845,-92.3216911,38.9892561
"19892",2015050593,-92.3403303,38.8996211
"19893",2015050520,-92.2370686,38.9681293
"19894",2015050327,-92.3256877,38.9803127
"19895",2015050374,-92.4136164,38.8904521
"19896",2015050395,-92.3598268,38.9090801
"19897",2015050424,-92.2934551,38.9492411
"19898",2015050339,-92.3351856,38.9175175
"19899",2015050638,-92.3411318,38.8982563
"19900",2015050932,-92.3343908,38.9510934
"19901",2015050517,-92.3328086,38.9689878
"19902",2015050264,-92.3260681,38.9544041
"19903",2015050838,-92.3400087,38.9646476
"19904",2015050874,-92.3532908,38.9390821
"19905",2015050536,-92.3054714,39.0081444
"19906",2015050756,-92.2933128,38.9798245
"19907",2015050705,-92.3527038,38.9092407
"19908",2015050867,-92.3043529,38.9731394
"19909",2015050534,-92.3374473,38.9647354
"19910",2015050912,-92.3190848,38.9463977
"19911",2015050262,-92.3177967,38.9566487
"19912",2015050664,-92.3384082,38.9087763
"19913",2015050697,-92.3448891,38.9040941
"19914",2015050386,-92.3529756,38.9075569
"19915",2015050415,-92.3105627,38.933127
"19916",2015050687,-92.3464192,38.8968686
"19917",2015050860,-92.2998866,38.9816686
"19918",2015050296,-92.3195047,38.9373654
"19919",2015050678,-92.3367624,38.9073422
"19920",2015050869,-92.3184506,38.9524986
"19921",2015050782,-92.3273098,38.9469646
"19922",2015050612,-92.3461759,38.9002051
"19923",2015050531,-92.3328086,38.9689878
"19924",2015050550,-92.3328086,38.9689878
"19925",2015050283,-92.3155425,38.9331147
"19926",2015050254,-92.3306894,38.9439064
"19927",2015050873,-92.3257253,38.9863446
"19928",2015051403,-92.3274272,38.949571
"19929",2015050988,-92.269508,38.8900937
"19930",2015051374,-92.281245,38.9639393
"19931",2015050946,-92.3166207,38.9731164
"19932",2015051107,-93.9762252,39.0086685
"19933",2015051124,-93.9760862,39.0086655
"19934",2015051385,-92.2966308,38.9701271
"19935",2015051299,-92.2863804,39.0009375
"19936",2015050940,-92.333471,38.953865
"19937",2015051350,-92.2934551,38.9492411
"19938",2015051248,-92.3274762,38.9543584
"19939",2015051135,-93.9761974,39.0086679
"19940",2015051120,-92.3689126,38.961251
"19941",2015050960,-92.3305549,38.9536311
"19942",2015051443,-92.3328086,38.9689878
"19943",2015050941,-92.2931207,38.9810591
"19944",2015050950,-92.2645688,38.9852199
"19945",2015051036,-92.2647263,38.9745059
"19946",2015051816,-92.3054714,39.0081444
"19947",2015051469,-92.3423486,38.9565578
"19948",2015051802,-92.3385461,38.9671746
"19949",2015051622,-92.3177967,38.9566487
"19950",2015051534,-92.3531786,38.9650565
"19951",2015051487,-92.3218363,38.9640047
"19952",2015051510,-92.3320329,38.9470194
"19953",2015051669,-92.3219311,38.956757
"19954",2015052456,-92.3565317,38.9159303
"19955",2015052134,-92.3034435,38.9119515
"19956",2015052314,-92.3328086,38.9689878
"19957",2015052481,-92.321484,38.9574916
"19958",2015051948,-92.3120192,38.9566171
"19959",2015052190,-92.3557348,38.9666758
"19960",2015052274,-92.3765391,38.9615411
"19961",2015052515,-92.3181078,38.9842153
"19962",2015052552,-92.3440425,38.9637113
"19963",2015052358,-92.2934551,38.9492411
"19964",2015052393,-92.3238575,38.9524299
"19965",2015052341,-92.2934551,38.9492411
"19966",2015052252,-92.3765391,38.9615411
"19967",2015052514,-92.3361484,38.9169034
"19968",2015052236,-92.2934551,38.9492411
"19969",2015052546,-92.3217669,38.99303
"19970",2015052284,-92.3094535,38.9628712
"19971",2015051950,-92.3449605,38.962257
"19972",2015052287,-92.3765391,38.9615411
"19973",2015052479,-92.3361484,38.9169034
"19974",2015052372,-92.309177,38.9133076
"19975",2015052299,-92.3743435,38.9607588
"19976",2015052293,-92.2867917,38.9435138
"19977",2015052269,-92.3743435,38.9607588
"19978",2015052068,-92.3351856,38.9175175
"19979",2015052092,-92.3255045,38.9601176
"19980",2015052288,-92.3743435,38.9607588
"19981",2015052488,-92.3337572,38.9541178
"19982",2015052244,-92.3765391,38.9615411
"19983",2015052181,-92.3297421,38.9500267
"19984",2015052523,-92.3277375,38.9403808
"19985",2015052433,-92.3420989,38.912027
"19986",2015052556,-92.3334197,38.9811775
"19987",2015052280,-92.3743435,38.9607588
"19988",2015052263,-92.3218363,38.9640047
"19989",2015052202,-92.3100023,38.9625957
"19990",2015052261,-92.3743435,38.9607588
"19991",2015052285,-92.3743435,38.9607588
"19992",2015052480,-92.2934551,38.9492411
"19993",2015051947,-92.3689569,38.9609653
"19994",2015052209,-92.3037586,38.963352
"19995",2015052521,-92.2782577,38.9641906
"19996",2015052543,-92.2934551,38.9492411
"19997",2015052266,-92.3120192,38.9566171
"19998",2015052198,-92.3094535,38.9628712
"19999",2015052294,-92.3765391,38.9615411
"20000",2015052333,-92.3442562,38.8917612
"20001",2015052260,-92.3765391,38.9615411
"20002",2015052036,-92.2867917,38.9435138
"20003",2015052494,-92.3357606,38.9098904
"20004",2015053100,-92.3218363,38.9640047
"20005",2015052603,-92.3692452,38.9597722
"20006",2015053152,-92.3516939,38.9183602
"20007",2015052569,-92.3320774,38.9010133
"20008",2015052820,-92.3021313,38.9477669
"20009",2015052567,-92.3025347,38.983043
"20010",2015052942,-92.3255045,38.9601176
"20011",2015053060,-92.3225823,39.0008656
"20012",2015053062,-92.333471,38.953865
"20013",2015052811,-92.3529637,38.9456624
"20014",2015053059,-92.3242614,38.966184
"20015",2015052712,-92.3352099,38.9460662
"20016",2015052847,-92.3529637,38.9456624
"20017",2015052761,-92.2907051,38.9601835
"20018",2015053088,-92.32983,38.9092205
"20019",2015052571,-92.3394339,38.9076269
"20020",2015053105,-92.347976,38.965696
"20021",2015053103,-92.3394339,38.9076269
"20022",2015052734,-92.3219311,38.956757
"20023",2015052836,-92.3529637,38.9456624
"20024",2015053124,-92.3021313,38.9477669
"20025",2015053072,-92.33838,38.95966
"20026",2015052901,-92.33012,38.9505309
"20027",2015052897,-92.3489232,38.900448
"20028",2015052881,-92.4008607,38.872514
"20029",2015052812,-92.3209055,38.9613218
"20030",2015052588,-92.3456249,38.9656155
"20031",2015052578,-92.3689569,38.9609653
"20032",2015052564,-92.3022983,38.9680631
"20033",2015053106,-92.2930145,38.9603828
"20034",2015052826,-92.3529637,38.9456624
"20035",2015052919,-92.3518709,38.9006912
"20036",2015052689,-92.335675,38.9501194
"20037",2015052796,-92.3532908,38.9390821
"20038",2015053377,-92.383652,38.953333
"20039",2015053517,-92.2669865,39.0201109
"20040",2015053594,-92.2669865,39.0201109
"20041",2015053229,-92.3523309,38.9666988
"20042",2015053545,-92.2839565,38.9914008
"20043",2015053185,-92.290009,38.964203
"20044",2015053189,-92.3501786,38.9652889
"20045",2015053580,-92.2839565,38.9914008
"20046",2015053550,-92.2713322,39.0097514
"20047",2015053540,-92.2713322,39.0097514
"20048",2015053530,-92.2713322,39.0097514
"20049",2015053171,-92.3281633,38.9636141
"20050",2015053689,-92.3904899,38.9294243
"20051",2015053362,-92.3529637,38.9456624
"20052",2015053382,-92.3791951,38.9549048
"20053",2015053321,-92.3265218,38.9499904
"20054",2015053299,-92.3527497,38.9588557
"20055",2015053231,-92.3394339,38.9076269
"20056",2015053216,-92.3210645,38.9570391
"20057",2015053573,-92.2713538,39.0211736
"20058",2015053658,-92.3361484,38.9169034
"20059",2015053341,-92.3260777,38.9099932
"20060",2015053178,-92.2934551,38.9492411
"20061",2015053501,-92.2801847,38.9966495
"20062",2015053506,-92.2755565,39.0269499
"20063",2015053177,-92.3445153,38.8998878
"20064",2015053713,-92.2590415,38.9564076
"20065",2015054349,-92.3218363,38.9640047
"20066",2015054330,-92.3253222,38.9885164
"20067",2015054356,-92.3386888,38.953286
"20068",2015054435,-92.3248556,38.9531789
"20069",2015054453,-92.3265218,38.9499904
"20070",2015054407,-92.3260681,38.9544041
"20071",2015054200,-92.3361484,38.9169034
"20072",2015054380,-92.3218363,38.9640047
"20073",2015054339,-92.3257253,38.9863446
"20074",2015054298,-92.3501786,38.9652889
"20075",2015054170,-92.3340918,38.9602364
"20076",2015054326,-92.3219683,38.9512461
"20077",2015054311,-92.2934551,38.9492411
"20078",2015053875,-92.3336286,38.8995302
"20079",2015054133,-92.3507896,38.9991741
"20080",2015054193,-92.3744512,38.9572205
"20081",2015054322,-92.3257253,38.9863446
"20082",2015054334,-92.3257253,38.9863446
"20083",2015054359,-92.3257253,38.9863446
"20084",2015054365,-92.3325289,38.9405953
"20085",2015053781,-92.3454619,38.9674941
"20086",2015054341,-92.2931207,38.9810591
"20087",2015054103,-92.2872135,38.963459
"20088",2015054148,-92.3181078,38.9842153
"20089",2015054345,-92.2931207,38.9810591
"20090",2015054161,-92.3408666,38.9643083
"20091",2015054442,-92.3448891,38.9040941
"20092",2015054347,-92.2933128,38.9798245
"20093",2015054178,-92.2867917,38.9435138
"20094",2015054307,-92.3328086,38.9689878
"20095",2015054449,-92.3689569,38.9609653
"20096",2015054279,-92.2986812,38.9696811
"20097",2015054319,-92.3328086,38.9689878
"20098",2015054472,-92.3219311,38.956757
"20099",2015055134,-92.3351856,38.9175175
"20100",2015055120,-92.3336286,38.8995302
"20101",2015055118,-92.3257253,38.9863446
"20102",2015054916,-92.320556,38.963721
"20103",2015055154,-92.3340918,38.9602364
"20104",2015055153,-92.3259807,38.9501739
"20105",2015055093,-92.3351856,38.9175175
"20106",2015055100,-92.325503,38.997555
"20107",2015054467,-92.2867917,38.9435138
"20108",2015054677,-92.3066431,38.9211284
"20109",2015054988,-92.3218363,38.9640047
"20110",2015055151,-92.3361484,38.9169034
"20111",2015055023,-92.3809558,38.9434008
"20112",2015054643,-92.3011876,38.9688231
"20113",2015055086,-92.309177,38.9133076
"20114",2015055053,-92.3562236,38.9638138
"20115",2015055127,-92.3351856,38.9175175
"20116",2015055171,-92.3340918,38.9602364
"20117",2015055081,-92.3532908,38.9390821
"20118",2015055113,-92.2966714,38.911601
"20119",2015054499,-92.3105627,38.933127
"20120",2015055025,-92.3689569,38.9609653
"20121",2015054760,-92.281245,38.9639393
"20122",2015055043,-92.3256576,38.9529447
"20123",2015055049,-92.3460295,38.9569899
"20124",2015055102,-92.3720709,38.9557107
"20125",2015055140,-92.353356,38.9578266
"20126",2015054684,-92.3423978,38.9142523
"20127",2015055016,-92.3620287,38.9306427
"20128",2015054503,-92.321484,38.9574916
"20129",2015055052,-92.3322151,38.9519583
